agent_name,rule_id,rule_description,rule_level,raw_count,unlabeled_count,labeled_overlap_count
safesoc-lnx-01,23504,CVE-2025-39745 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2026-43085 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2025-71220 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23505,CVE-2022-45885 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23505,CVE-2026-43176 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23506,CVE-2026-43083 affects linux-image-6.17.0-23-generic,13,1,1,0
safesoc-lnx-01,23504,CVE-2025-71160 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2025-68309 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23508,"CVE-2025-54505 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2026-25702 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2017-13694 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2026-23166 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2025-37807 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2026-23056 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2026-31700 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-40356 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23508,"CVE-2026-43068 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2024-50102 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2024-38581 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-40097 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2022-0400 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-71272 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2023-52879 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-31656 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-40210 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2026-23253 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-71286 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2026-31667 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2026-22985 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2019-19814 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2024-56671 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2025-71224 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2022-0480 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2025-40146 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2023-26242 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-68236 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2026-31450 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23506,CVE-2021-3773 affects linux-image-6.17.0-23-generic,13,1,1,0
safesoc-lnx-01,23504,CVE-2026-43010 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2015-7837 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23506,CVE-2026-43071 affects linux-image-6.17.0-23-generic,13,1,1,0
safesoc-lnx-01,23504,CVE-2024-27025 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-23208 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2025-21907 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2025-40334 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23503,CVE-2024-56712 affects linux-image-6.17.0-23-generic,5,1,1,0
safesoc-lnx-01,23508,"CVE-2025-62626 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2026-23138 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-43113 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2024-42125 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2025-38311 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2025-38096 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2025-68334 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2026-31645 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23503,CVE-2024-39286 affects linux-image-6.17.0-23-generic,5,1,1,0
safesoc-lnx-01,23504,CVE-2024-49916 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2026-23440 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2024-35895 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2024-46820 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2026-31560 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-43047 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2025-68358 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2020-26146 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2024-50004 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2026-23286 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2019-19378 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23505,CVE-2026-23457 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2026-23262 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23508,"CVE-2025-40135 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2026-43229 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-43203 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-40074 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2024-49908 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2015-8553 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2025-22002 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2026-23003 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-31581 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2026-23021 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2026-23368 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2026-23441 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2024-49932 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-31626 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2024-49970 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2026-43088 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23505,CVE-2024-50217 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2026-31754 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23504,CVE-2024-53064 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2025-40149 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23508,"CVE-2026-23293 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2024-53207 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2026-43148 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2025-21817 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23508,"CVE-2026-23464 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23508,"CVE-2025-39990 affects linux-image-6.17.0-23-generic (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2026-31521 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2024-53216 affects linux-image-6.17.0-23-generic,10,1,1,0
safesoc-lnx-01,23504,CVE-2026-23347 affects linux-image-6.17.0-23-generic,7,1,1,0
safesoc-lnx-01,23505,CVE-2026-4046 affects locales,10,1,1,0
safesoc-lnx-01,23505,CVE-2026-4437 affects locales,10,1,1,0
safesoc-lnx-01,23504,CVE-2026-4438 affects locales,7,1,1,0
safesoc-lnx-01,23504,CVE-2026-27456 affects mount,7,1,1,0
safesoc-lnx-01,23503,CVE-2022-0987 affects packagekit,5,1,1,0
safesoc-lnx-01,23503,CVE-2024-0217 affects packagekit,5,1,1,0
safesoc-lnx-01,23503,CVE-2022-0987 affects packagekit-tools,5,1,1,0
safesoc-lnx-01,23503,CVE-2024-0217 affects packagekit-tools,5,1,1,0
safesoc-lnx-01,23505,CVE-2016-2568 affects pkexec,10,1,1,0
safesoc-lnx-01,23505,CVE-2016-2568 affects policykit-1,10,1,1,0
safesoc-lnx-01,23505,CVE-2016-2568 affects polkitd,10,1,1,0
safesoc-lnx-01,23505,CVE-2019-9543 affects poppler-utils,10,1,1,0
safesoc-lnx-01,23505,CVE-2019-9545 affects poppler-utils,10,1,1,0
safesoc-lnx-01,23508,"CVE-2025-13462 affects python3.12 (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23508,"CVE-2026-2297 affects python3.12 (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23508,"CVE-2025-13462 affects python3.12-minimal (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23508,"CVE-2026-2297 affects python3.12-minimal (Missing information, CVE awaiting analysis)",3,1,1,0
safesoc-lnx-01,23504,CVE-2026-27456 affects rfkill,7,1,1,0
safesoc-lnx-01,23505,CVE-2024-5138 affects snapd,10,1,1,0
safesoc-lnx-01,23505,CVE-2026-28372 affects telnet,10,1,1,0
safesoc-lnx-01,23504,CVE-2026-27456 affects util-linux,7,1,1,0
safesoc-lnx-01,23504,CVE-2026-27456 affects uuid-runtime,7,1,1,0
safesoc-lnx-01,23505,CVE-2023-5574 affects xserver-common,10,1,1,0
safesoc-lnx-01,23505,CVE-2023-5574 affects xserver-xephyr,10,1,1,0
safesoc-lnx-01,23505,CVE-2023-5574 affects xserver-xorg-core,10,1,1,0
safesoc-lnx-01,23505,CVE-2023-5574 affects xserver-xorg-legacy,10,1,1,0
safesoc-lnx-01,23502,The CVE-2025-68471 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,0,1
safesoc-lnx-01,23502,The CVE-2024-52615 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,0,1
safesoc-lnx-01,23502,The CVE-2025-68468 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,0,1
safesoc-lnx-01,23502,The CVE-2025-59529 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,0,1
safesoc-lnx-01,23502,The CVE-2025-68276 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,0,1
safesoc-lnx-01,23502,The CVE-2026-34933 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24401 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2024-52616 that affected avahi-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1519 that affected bind9-dnsutils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-40778 that affected bind9-dnsutils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-40780 that affected bind9-dnsutils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-8677 that affected bind9-dnsutils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1519 that affected bind9-host was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-40778 that affected bind9-host was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-40780 that affected bind9-host was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-8677 that affected bind9-host was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1519 that affected bind9-libs was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-40778 that affected bind9-libs was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-40780 that affected bind9-libs was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-8677 that affected bind9-libs was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27456 that affected bsdextrautils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27456 that affected bsdutils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-bsd was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-bsd was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-bsd was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-bsd was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-bsd was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-client was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-client was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-client was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-client was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-client was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-core-drivers was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-core-drivers was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-core-drivers was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-core-drivers was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-core-drivers was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-daemon was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-64524 that affected cups-filters was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-64524 that affected cups-filters-core-drivers was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-ipp-utils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-ipp-utils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-ipp-utils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-ipp-utils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-ipp-utils was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-ppdc was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-ppdc was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-ppdc was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-ppdc was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-ppdc was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-61915 that affected cups-server-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-41079 that affected cups-server-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58364 that affected cups-server-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58436 that affected cups-server-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-58060 that affected cups-server-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-68973 that affected dirmngr was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-12198 that affected dnsmasq-base was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-12199 that affected dnsmasq-base was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-12200 that affected dnsmasq-base was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2219 that affected dpkg was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-6297 that affected dpkg was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27456 that affected eject was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected evolution-data-server was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected evolution-data-server-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27456 that affected fdisk was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59799 that affected ghostscript was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59800 that affected ghostscript was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7462 that affected ghostscript was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59798 that affected ghostscript was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-5201 that affected gir1.2-gdkpixbuf-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-0988 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14087 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-13601 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1484 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1489 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14512 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-6052 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7039 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-3360 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1485 that affected gir1.2-glib-2.0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43441 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43272 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-31223 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43431 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43429 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20644 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43427 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43421 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43536 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-31278 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-31277 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43228 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43368 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20643 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43433 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43541 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-6558 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20608 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43211 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-66286 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-13502 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43440 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43265 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43343 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-46299 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43531 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43443 that affected gir1.2-javascriptcoregtk-4.1 was solved due to an update in the agent or feed.,3,1,1,0
