agent_name,rule_id,rule_description,rule_level,raw_count,unlabeled_count,labeled_overlap_count
safesoc-lnx-01,23502,The CVE-2026-1965 that affected libcurl4t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14524 that affected libcurl4t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-5545 that affected libcurl4t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-5773 that affected libcurl4t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2021-46312 that affected libdjvulibre-text was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2021-46312 that affected libdjvulibre21 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libebackend-1.2-11t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libebook-1.2-21t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libebook-contacts-1.2-4t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libecal-2.0-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libedata-book-1.2-27t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libedata-cal-2.0-2t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libedataserver-1.2-27t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2604 that affected libedataserverui-1.2-4t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-40489 that affected libeditorconfig0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25884 that affected libexiv2-27 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2020-18774 that affected libexiv2-27 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27596 that affected libexiv2-27 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27631 that affected libexiv2-27 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2020-18773 that affected libexiv2-27 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-54080 that affected libexiv2-27 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-66382 that affected libexpat1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24515 that affected libexpat1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25210 that affected libexpat1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27456 that affected libfdisk1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22852 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22856 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22859 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24684 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23530 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22858 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23883 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25941 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22855 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22854 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24683 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26965 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27950 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27015 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25955 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25997 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25942 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26955 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23948 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25959 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24680 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23533 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24681 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24675 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25953 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23532 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24676 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22857 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23531 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24491 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24679 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22851 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26986 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23884 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24682 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23732 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23534 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26271 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27951 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25952 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25954 that affected libfreerdp-server3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22852 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22856 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22859 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24684 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23530 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22858 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23883 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25941 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22855 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22854 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24683 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26965 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27950 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27015 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25955 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25997 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25942 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26955 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23948 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25959 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24680 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23533 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24681 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24675 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25953 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23532 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24676 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22857 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23531 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24491 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24679 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-22851 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26986 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23884 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-24682 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23732 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23534 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-26271 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-27951 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25952 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-25954 that affected libfreerdp3-3 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-23865 that affected libfreetype6 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-5201 that affected libgdk-pixbuf-2.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-5201 that affected libgdk-pixbuf2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-5201 that affected libgdk-pixbuf2.0-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-0988 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14087 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-13601 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1484 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1489 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14512 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-6052 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7039 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-3360 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1485 that affected libglib2.0-0t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-0988 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14087 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-13601 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1484 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1489 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14512 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-6052 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7039 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-3360 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1485 that affected libglib2.0-bin was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-0988 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14087 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-13601 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1484 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1489 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14512 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-6052 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7039 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-3360 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-1485 that affected libglib2.0-data was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-9820 that affected libgnutls30t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-14831 that affected libgnutls30t64 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59799 that affected libgs-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59800 that affected libgs-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7462 that affected libgs-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59798 that affected libgs-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59799 that affected libgs10 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59800 that affected libgs10 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7462 that affected libgs10 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59798 that affected libgs10 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59799 that affected libgs10-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59800 that affected libgs10-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-7462 that affected libgs10-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-59798 that affected libgs10-common was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47808 that affected libgstreamer-gl1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2921 that affected libgstreamer-gl1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47807 that affected libgstreamer-gl1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47806 that affected libgstreamer-gl1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47808 that affected libgstreamer-plugins-base1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-2921 that affected libgstreamer-plugins-base1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47807 that affected libgstreamer-plugins-base1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47806 that affected libgstreamer-plugins-base1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-3083 that affected libgstreamer-plugins-good1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-3085 that affected libgstreamer-plugins-good1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47219 that affected libgstreamer-plugins-good1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-47183 that affected libgstreamer-plugins-good1.0-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-68431 that affected libheif-plugin-aomdec was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2024-25269 that affected libheif-plugin-aomdec was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-68431 that affected libheif-plugin-aomenc was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2024-25269 that affected libheif-plugin-aomenc was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-68431 that affected libheif-plugin-libde265 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2024-25269 that affected libheif-plugin-libde265 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-68431 that affected libheif1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2024-25269 that affected libheif1 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43441 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43272 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-31223 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43431 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43429 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20644 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43427 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43421 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43536 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-31278 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-31277 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43228 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43368 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20643 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43433 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43541 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-6558 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20608 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43211 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-66286 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-13502 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43440 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43265 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43343 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-46299 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43531 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43443 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43240 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43212 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43501 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43432 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43535 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43457 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43458 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-28871 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43438 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-66287 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-28861 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20691 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2026-20664 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43511 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43216 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
safesoc-lnx-01,23502,The CVE-2025-43227 that affected libjavascriptcoregtk-4.1-0 was solved due to an update in the agent or feed.,3,1,1,0
