file,exists,size_bytes,sha256,purpose
06_data/phase_02_scenario_dataset/sprint_07_raw_exports/full/raw_alerts_full.jsonl,yes,12066297,44EF71B93BBC663FB35DB71F4FF129833BC83D244B8A133E83753FEE7FE0C0BF,raw_alerts_full.jsonl
06_data/phase_02_scenario_dataset/sprint_07_raw_exports/dataset_manifest.yaml,yes,2309,9947CA4D052E8863D54AF02A34CB24F49F84D3A37F72BE74F9BDA1702F268C26,dataset_manifest.yaml
06_data/phase_02_scenario_dataset/sprint_08_ground_truth/ground_truth_labels.csv,yes,379267,5A21688AF0B13A97B0B744E1580C45D9449A17676098E8BA4CA23C81608AEA2A,ground_truth_labels.csv
06_data/phase_02_scenario_dataset/sprint_08_ground_truth/dataset_qa_report.md,yes,2755,E5A96310F8C4FD2DF54E58E04CF517B6B5BC3ABF671F640052BA6CFEC1CB1CAE,dataset_qa_report.md
06_data/phase_02_scenario_dataset/sprint_09_casebook/casebook.csv,yes,31047,906990FA4EC38E7926359BF5C1C308E2FC26E24B3ED572524DCA6C3EDC1DC3CF,casebook.csv
06_data/phase_02_scenario_dataset/sprint_09_casebook/alert_fatigue_baseline.csv,yes,13371,685C220E3160BFC3F04A3E1B789BEFC96255CCB64DE15A69021BF86079ABF5B8,alert_fatigue_baseline.csv
06_data/phase_02_scenario_dataset/sprint_09_casebook/raw_background_pool_summary.md,yes,1113,AAEC96B40E5FBEDFCA868D4B9AB846C995C2B291FA45318F455A898665DAD6FD,raw_background_pool_summary.md
06_data/phase_02_scenario_dataset/sprint_09_casebook/phase_03_normalization_requirements.md,yes,2029,83A299107FBE4460707161D8CB7CE7E7BEAA142E75E2564FF0D50104459605C7,phase_03_normalization_requirements.md
